AgeGeneration,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHomeCategory,Education,EducationField,EmployeeEngagementScore,EmployeeId,ExperiencePriorToCurrentJob,Gender,HourlyRate,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceSatisfactionIndex,StockOptionLevel,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
Millennials,0,Travel_Frequently,319,Sales,Short Distance,Master,Marketing,Better,139,Junior,Male,41,Staff,Sales Representative,Divorced,2793,2539,4,No,17,Medium,1,2,8,5,8
Millennials,0,Travel_Rarely,1062,Research & Development,Long Distance,Bachelor,Medical,Good,140,Junior,Female,96,Junior Supervisor,Healthcare Representative,Single,6812,17198,1,No,19,Medium,0,2,9,1,8
Gen Y,0,Travel_Rarely,715,Research & Development,Short Distance,Bachelor,Life Sciences,Better,141,Expert,Male,76,Senior Manager,Research Director,Single,18265,8733,6,No,12,High,0,3,0,0,0
Millennials,0,Travel_Rarely,676,Research & Development,Short Distance,Bachelor,Other,Better,142,Junior,Female,35,Junior Supervisor,Manufacturing Director,Married,5228,23361,0,No,15,Medium,1,2,7,0,5
Millennials,0,Travel_Rarely,977,Research & Development,Short Distance,Bachelor,Life Sciences,Good,143,Junior,Female,56,Junior Supervisor,Manufacturing Director,Married,6474,9961,1,No,13,High,1,2,8,3,11
Gen X,0,Travel_Rarely,1229,Research & Development,Short Distance,Master,Life Sciences,Better,144,Junior,Male,30,Junior Supervisor,Healthcare Representative,Married,4035,16143,0,Yes,16,High,0,2,2,1,2
Millennials,0,Travel_Frequently,1303,Research & Development,Short Distance,College,Life Sciences,Better,145,Junior,Male,36,Junior Supervisor,Healthcare Representative,Divorced,5968,18079,1,No,20,High,3,2,7,2,8
Millennials,0,Travel_Rarely,702,Sales,Short Distance,Master,Life Sciences,Better,146,Junior,Female,59,Junior Supervisor,Sales Executive,Single,8686,12930,4,No,22,Medium,0,2,3,0,7
Millennials,0,Travel_Rarely,117,Sales,Medium Distance,Master,Life Sciences,Good,147,Junior,Male,73,Junior Supervisor,Sales Executive,Divorced,4403,9250,2,No,11,High,1,3,2,0,3
Millennials,0,Travel_Rarely,634,Research & Development,Short Distance,Master,Other,Better,148,Junior,Female,35,Staff,Research Scientist,Married,3312,18783,3,No,17,High,2,3,2,0,2
Gen Z,0,Travel_Rarely,857,Research & Development,Short Distance,Bachelor,Other,Better,149,Junior,Female,59,Junior Supervisor,Research Scientist,Single,3660,7909,3,No,13,High,0,4,7,1,7
Gen Y,0,Travel_Frequently,957,Research & Development,Long Distance,Bachelor,Medical,Better,150,Senior,Female,72,Staff,Research Scientist,Single,4739,16090,4,No,12,High,0,2,2,1,2
Gen Z,0,Travel_Rarely,1246,Sales,Medium Distance,Bachelor,Life Sciences,Good,151,Junior,Male,77,Junior Supervisor,Sales Executive,Divorced,8620,23757,1,No,14,High,2,3,7,0,4
Gen Z,0,Travel_Rarely,1465,Research & Development,Short Distance,Bachelor,Medical,Better,152,Junior,Male,63,Staff,Research Scientist,Married,3579,9369,0,Yes,21,Medium,1,2,9,5,7
Millennials,0,Non-Travel,722,Sales,Medium Distance,Bachelor,Life Sciences,Better,153,Junior,Male,38,Junior Manager,Manager,Single,17444,20489,1,No,11,High,0,2,8,6,0
Gen Y,0,Travel_Rarely,177,Research & Development,Short Distance,Bachelor,Life Sciences,Better,154,Junior,Female,55,Junior Supervisor,Manufacturing Director,Divorced,4765,23814,4,No,21,Medium,1,2,0,0,0
Gen Y,0,Travel_Frequently,458,Research & Development,Long Distance,Doctor,Medical,Better,155,Senior,Female,60,Senior Supervisor,Research Director,Married,13191,23281,3,Yes,17,Low,0,6,0,0,0
Millennials,0,Travel_Rarely,921,Research & Development,Short Distance,Bachelor,Medical,Better,156,Senior,Female,98,Staff,Laboratory Technician,Married,3452,17663,6,No,20,Medium,1,3,4,0,3
Gen X,0,Non-Travel,667,Research & Development,Short Distance,Master,Life Sciences,Better,157,Junior,Male,57,Junior Supervisor,Healthcare Representative,Divorced,6306,26236,1,No,21,Medium,1,2,12,1,9
Gen Z,0,Travel_Frequently,1131,Research & Development,Medium Distance,Bachelor,Life Sciences,Good,158,Junior,Female,77,Staff,Research Scientist,Married,4774,23844,0,No,19,High,1,2,6,7,3
Gen Z,0,Travel_Rarely,920,Human Resources,Medium Distance,College,Medical,Better,159,Junior,Female,69,Staff,Human Resources,Married,2148,6889,0,Yes,11,High,0,3,1,1,4
Gen Z,0,Travel_Frequently,535,Sales,Long Distance,Bachelor,Medical,Better,160,Junior,Male,38,Staff,Sales Representative,Married,2400,5530,0,No,13,High,2,3,2,2,1
Millennials,0,Non-Travel,1063,Research & Development,Long Distance,Doctor,Medical,Better,161,Junior,Female,72,Junior Supervisor,Research Scientist,Married,4449,23866,3,Yes,15,Medium,2,2,11,10,7
Millennials,0,Travel_Rarely,558,Sales,Short Distance,Bachelor,Marketing,Good,162,Senior,Male,75,Junior Supervisor,Sales Executive,Married,9602,3010,4,Yes,11,High,1,3,0,1,0
Millennials,0,Travel_Frequently,1395,Research & Development,Long Distance,Bachelor,Medical,Better,163,Junior,Female,54,Junior Supervisor,Research Scientist,Divorced,5605,8504,1,No,11,Low,1,2,7,2,13
Millennials,0,Travel_Rarely,181,Research & Development,Short Distance,Master,Medical,Better,164,Junior,Male,97,Staff,Research Scientist,Married,2932,5586,0,Yes,14,High,3,3,0,1,2
Gen X,1,Travel_Rarely,436,Sales,Short Distance,Below College,Medical,Good,165,Junior,Male,37,Junior Supervisor,Sales Executive,Single,5160,21519,4,No,16,High,0,3,7,7,3
Millennials,0,Travel_Rarely,507,Sales,Medium Distance,College,Medical,Better,166,Junior,Female,66,Junior Supervisor,Sales Executive,Single,6125,23553,1,No,12,Medium,0,6,8,9,6
Gen Z,0,Travel_Rarely,812,Sales,Short Distance,Bachelor,Medical,Good,167,Junior,Female,69,Staff,Sales Representative,Single,1200,9724,1,No,12,Medium,0,2,0,0,0
Gen Y,0,Travel_Rarely,334,Sales,Short Distance,Master,Life Sciences,Better,168,Junior,Male,88,Junior Manager,Manager,Single,16015,15896,1,No,19,Medium,0,2,10,0,4
Gen Y,0,Travel_Frequently,383,Sales,Short Distance,Doctor,Marketing,Good,169,Mid-level,Female,79,Junior Supervisor,Sales Executive,Married,4768,9282,7,No,12,Medium,1,4,0,0,0
Gen Y,0,Travel_Rarely,691,Sales,Short Distance,Master,Marketing,Better,170,Junior,Male,48,Junior Supervisor,Sales Executive,Married,6825,21173,0,No,11,High,1,2,7,4,2
Gen X,0,Travel_Rarely,313,Research & Development,Short Distance,Bachelor,Medical,Better,171,Senior,Female,98,Junior Manager,Healthcare Representative,Single,13734,7192,3,No,18,High,0,6,7,1,0
Millennials,1,Travel_Rarely,515,Research & Development,Short Distance,Bachelor,Life Sciences,Good,172,Junior,Male,62,Staff,Laboratory Technician,Single,3730,9571,0,Yes,14,High,0,2,2,1,2
Gen Y,0,Non-Travel,355,Research & Development,Short Distance,Master,Technical Degree,Better,173,Junior,Male,38,Staff,Research Scientist,Married,2936,6161,3,No,22,Medium,2,1,3,3,3
Millennials,0,Travel_Rarely,688,Sales,Short Distance,Bachelor,Life Sciences,Good,174,Junior,Male,44,Senior Supervisor,Manager,Divorced,11557,25291,9,No,21,High,1,3,4,0,1
Millennials,0,Travel_Frequently,853,Research & Development,Short Distance,Below College,Life Sciences,Better,175,Junior,Female,96,Junior Supervisor,Manufacturing Director,Married,4148,11275,1,No,12,Medium,1,1,3,0,3
Gen Z,1,Travel_Frequently,109,Research & Development,Short Distance,Bachelor,Medical,Better,176,Junior,Female,60,Staff,Laboratory Technician,Single,2422,25725,0,No,17,Low,0,3,2,1,2
Millennials,0,Travel_Rarely,329,Research & Development,Short Distance,Bachelor,Life Sciences,Better,177,Junior,Female,96,Staff,Research Scientist,Married,2543,11868,4,No,13,High,1,3,2,2,2
Gen Z,0,Travel_Rarely,895,Research & Development,Medium Distance,College,Life Sciences,Good,178,Junior,Male,50,Staff,Laboratory Technician,Divorced,2207,22482,1,No,16,Medium,1,5,2,2,2
Gen Z,0,Travel_Rarely,1176,Research & Development,Medium Distance,Bachelor,Other,Good,179,Junior,Male,85,Junior Supervisor,Manufacturing Director,Married,9957,9096,0,No,15,Medium,1,1,2,0,2
Millennials,0,Travel_Rarely,890,Sales,Short Distance,Bachelor,Marketing,Better,180,Junior,Female,97,Staff,Sales Representative,Married,2014,9687,1,No,13,High,0,3,2,2,2
Gen X,0,Travel_Rarely,1429,Research & Development,Medium Distance,Master,Medical,Good,181,Senior,Male,67,Senior Supervisor,Manufacturing Director,Single,10512,20002,6,No,12,Very High,0,6,7,5,4
Millennials,0,Non-Travel,1485,Research & Development,Long Distance,College,Life Sciences,Better,182,Mid-level,Male,71,Senior Supervisor,Healthcare Representative,Married,10920,3449,3,No,21,Medium,1,2,4,0,5
Gen Z,0,Travel_Rarely,1054,Research & Development,Short Distance,Bachelor,Medical,Good,183,Junior,Female,67,Staff,Research Scientist,Single,3445,6152,1,No,11,High,0,5,2,1,4
Gen Z,0,Travel_Frequently,442,Sales,Short Distance,College,Life Sciences,Good,184,Junior,Male,44,Junior Supervisor,Sales Executive,Single,4554,20260,1,No,18,Medium,0,3,7,0,9
Millennials,1,Travel_Frequently,988,Human Resources,Long Distance,Bachelor,Human Resources,Better,185,Mid-level,Female,43,Senior Supervisor,Human Resources,Divorced,9950,11533,9,Yes,15,Medium,3,2,2,0,2
Millennials,0,Travel_Rarely,506,Research & Development,Short Distance,Bachelor,Technical Degree,Better,186,Junior,Male,30,Junior Supervisor,Research Scientist,Single,4485,26285,4,No,12,High,0,2,0,7,7
Gen Z,0,Travel_Rarely,201,Research & Development,Short Distance,Bachelor,Technical Degree,Better,187,Junior,Female,84,Staff,Research Scientist,Divorced,3204,10415,5,No,14,High,1,3,2,2,2
Millennials,0,Travel_Rarely,704,Sales,Long Distance,Bachelor,Marketing,Better,188,Junior,Female,95,Junior Supervisor,Sales Executive,Married,6712,8978,1,No,21,High,2,2,7,1,7
Gen Z,0,Travel_Rarely,269,Research & Development,Short Distance,Below College,Technical Degree,Good,189,Junior,Male,42,Senior Supervisor,Research Director,Divorced,12808,8842,1,Yes,16,High,1,3,8,0,8
Gen Y,0,Travel_Rarely,1001,Research & Development,Short Distance,Bachelor,Life Sciences,Good,190,Mid-level,Female,43,Senior Supervisor,Healthcare Representative,Married,9985,9262,8,No,16,Low,1,1,0,0,0
Millennials,0,Travel_Rarely,343,Research & Development,Medium Distance,College,Life Sciences,Good,191,Junior,Male,92,Senior Supervisor,Research Director,Divorced,11510,15682,0,Yes,14,High,1,3,10,2,9
Millennials,0,Travel_Rarely,557,Sales,Short Distance,Bachelor,Medical,Good,192,Junior,Female,94,Senior Supervisor,Sales Executive,Married,7644,12695,0,No,19,Medium,2,2,7,3,4
Millennials,0,Travel_Frequently,711,Research & Development,Short Distance,Bachelor,Medical,Good,193,Junior,Female,81,Junior Supervisor,Manufacturing Director,Single,5042,3140,0,No,13,Medium,0,2,2,3,8
Millennials,0,Travel_Frequently,793,Sales,Medium Distance,Bachelor,Life Sciences,Better,194,Junior,Male,67,Staff,Sales Representative,Married,2791,21981,0,No,12,Medium,1,4,2,2,2
Gen Z,0,Travel_Rarely,501,Sales,Long Distance,Doctor,Marketing,Better,195,Junior,Male,99,Junior Supervisor,Sales Executive,Divorced,5304,25275,7,No,23,High,1,2,7,7,7
Gen Y,0,Travel_Rarely,1448,Sales,Long Distance,Bachelor,Medical,Better,196,Senior,Female,53,Junior Manager,Sales Executive,Married,13320,11737,3,Yes,18,High,1,2,11,11,11
Gen Z,0,Travel_Rarely,650,Research & Development,Short Distance,Below College,Medical,Better,197,Junior,Male,37,Staff,Laboratory Technician,Married,2500,4344,1,No,14,Medium,1,2,3,0,2
Gen Y,0,Travel_Rarely,337,Sales,Short Distance,Bachelor,Marketing,Better,198,Mid-level,Female,54,Junior Supervisor,Sales Executive,Married,4393,26841,5,No,21,Medium,1,3,4,1,4
Gen Z,1,Travel_Rarely,1334,Research & Development,Short Distance,Bachelor,Life Sciences,Good,199,Junior,Female,36,Staff,Laboratory Technician,Single,1416,17258,1,No,13,Low,0,6,0,1,0
Gen Y,0,Non-Travel,1238,Research & Development,Short Distance,Below College,Life Sciences,Good,200,Junior,Male,74,Senior Supervisor,Healthcare Representative,Married,10748,3395,3,No,23,High,1,3,15,14,4
Millennials,0,Travel_Rarely,1342,Sales,Short Distance,College,Medical,Better,201,Junior,Male,47,Junior Supervisor,Sales Executive,Married,5473,19345,0,No,12,Medium,0,5,4,7,1
Gen Y,0,Travel_Rarely,1037,Research & Development,Short Distance,Bachelor,Medical,Better,202,Junior,Male,42,Staff,Research Scientist,Single,2436,13422,6,Yes,12,High,0,2,3,1,2
Millennials,0,Travel_Rarely,1222,Research & Development,Medium Distance,Master,Life Sciences,Better,203,Junior,Male,48,Staff,Research Scientist,Married,2356,14871,3,Yes,19,High,1,2,4,0,2
Gen Y,1,Travel_Rarely,377,Sales,Short Distance,Bachelor,Marketing,Better,204,Expert,Male,52,Senior Supervisor,Sales Executive,Divorced,10096,15986,4,No,11,Medium,1,1,7,4,3
Gen X,0,Travel_Rarely,346,Research & Development,Short Distance,Bachelor,Life Sciences,Better,205,Senior,Male,86,Junior Supervisor,Laboratory Technician,Single,2450,10919,2,No,17,Very High,0,4,2,2,2
Gen Y,0,Travel_Rarely,1418,Research & Development,Short Distance,Bachelor,Technical Degree,Better,206,Junior,Female,36,Staff,Research Scientist,Married,3580,10554,2,No,16,Medium,1,2,2,0,2
Gen Y,0,Travel_Rarely,1003,Research & Development,Short Distance,Master,Life Sciences,Better,207,Junior,Female,74,Junior Supervisor,Research Scientist,Divorced,4615,21029,8,Yes,23,Medium,3,2,13,1,7
Millennials,0,Travel_Rarely,140,Research & Development,Medium Distance,Below College,Medical,Better,208,Junior,Female,95,Staff,Research Scientist,Married,3929,6984,8,Yes,23,High,1,0,2,0,2
Gen Y,0,Travel_Frequently,1234,Research & Development,Medium Distance,Doctor,Medical,Better,209,Junior,Male,41,Junior Manager,Healthcare Representative,Married,11245,20689,2,Yes,15,Medium,1,3,8,12,13
Gen X,0,Travel_Rarely,1055,Research & Development,Short Distance,Bachelor,Medical,Better,210,Expert,Female,76,Senior Manager,Research Director,Married,19701,22456,3,Yes,21,Medium,1,3,8,1,5
Millennials,0,Non-Travel,1065,Sales,Long Distance,Master,Marketing,Better,211,Junior,Male,72,Junior Supervisor,Sales Executive,Single,4568,10034,0,No,20,Medium,0,2,5,8,7
Gen Z,0,Travel_Rarely,572,Sales,Short Distance,Bachelor,Medical,Better,212,Junior,Male,46,Junior Supervisor,Sales Executive,Single,4684,9125,1,No,13,Medium,0,4,3,1,2
Millennials,0,Travel_Frequently,664,Research & Development,Short Distance,Bachelor,Medical,Good,213,Junior,Male,79,Staff,Research Scientist,Married,2194,5868,4,No,13,Medium,1,2,2,1,2
Millennials,0,Travel_Rarely,334,Research & Development,Short Distance,College,Life Sciences,Better,214,Junior,Male,80,Staff,Research Scientist,Divorced,3298,15053,0,Yes,12,Medium,2,5,2,0,5
Millennials,0,Travel_Rarely,144,Research & Development,Long Distance,Bachelor,Life Sciences,Good,215,Junior,Male,46,Staff,Laboratory Technician,Single,4230,19225,0,No,15,High,0,2,4,4,3
Gen Z,0,Travel_Rarely,265,Research & Development,Long Distance,Bachelor,Life Sciences,Better,216,Junior,Female,57,Staff,Research Scientist,Single,2994,21221,1,Yes,12,High,0,2,0,0,1
Gen Z,0,Travel_Rarely,866,Sales,Short Distance,Bachelor,Medical,Better,217,Junior,Male,84,Junior Supervisor,Sales Executive,Single,8463,23490,0,No,18,High,0,4,4,1,3
Millennials,1,Travel_Rarely,1045,Sales,Short Distance,Master,Medical,Good,218,Junior,Male,32,Senior Supervisor,Sales Executive,Married,10400,25812,1,No,11,High,0,2,8,9,8
Gen Y,0,Travel_Frequently,422,Research & Development,Short Distance,Bachelor,Life Sciences,Good,219,Mid-level,Female,33,Junior Supervisor,Healthcare Representative,Married,5562,21782,4,No,13,High,1,2,2,2,2
Gen Z,0,Travel_Rarely,506,Research & Development,Long Distance,Below College,Medical,Better,220,Junior,Male,91,Staff,Laboratory Technician,Divorced,3907,3622,1,No,13,Low,3,2,2,1,2
Millennials,0,Travel_Rarely,367,Research & Development,Long Distance,College,Medical,Good,221,Junior,Female,52,Junior Supervisor,Healthcare Representative,Divorced,5731,17171,7,No,13,High,2,2,2,1,3
Gen Y,0,Travel_Rarely,301,Research & Development,Long Distance,Master,Other,Better,222,Expert,Female,72,Junior Manager,Research Director,Married,16413,3498,3,No,16,Low,2,2,2,1,2
Millennials,0,Travel_Rarely,1261,Research & Development,Short Distance,Master,Life Sciences,Better,223,Senior,Male,88,Junior Supervisor,Manufacturing Director,Married,6553,7259,9,No,14,High,0,3,0,0,0
Gen Z,0,Travel_Rarely,1240,Human Resources,Short Distance,Bachelor,Human Resources,Good,224,Junior,Male,48,Junior Supervisor,Human Resources,Married,6347,13982,0,Yes,19,High,0,2,9,4,7
Gen X,0,Travel_Rarely,1436,Sales,Short Distance,College,Marketing,Good,225,Mid-level,Male,34,Junior Supervisor,Sales Representative,Married,2306,16047,2,Yes,20,High,1,3,7,4,5
Gen Y,0,Travel_Rarely,635,Sales,Short Distance,Below College,Life Sciences,Better,226,Junior,Male,99,Junior Supervisor,Sales Executive,Married,4907,24532,1,No,25,Medium,0,3,16,11,6
Gen Z,0,Travel_Frequently,160,Research & Development,Short Distance,Bachelor,Medical,Better,227,Junior,Female,71,Staff,Research Scientist,Divorced,2083,22653,1,No,20,High,1,2,0,0,0
Millennials,0,Travel_Frequently,1125,Research & Development,Short Distance,Bachelor,Life Sciences,Good,228,Junior,Male,48,Junior Supervisor,Research Scientist,Married,5003,5771,1,No,21,Medium,0,6,8,8,7
Gen Z,1,Travel_Rarely,867,Sales,Medium Distance,College,Marketing,Good,229,Junior,Male,36,Staff,Sales Representative,Married,2413,18798,1,Yes,18,Medium,3,2,0,0,0
Gen X,0,Travel_Rarely,447,Research & Development,Short Distance,Bachelor,Medical,Better,230,Expert,Male,39,Junior Manager,Research Director,Single,16598,19764,4,No,12,Medium,0,2,8,8,8
Millennials,0,Travel_Rarely,1194,Research & Development,Short Distance,Bachelor,Life Sciences,Better,231,Mid-level,Female,52,Junior Supervisor,Healthcare Representative,Divorced,6513,9060,4,No,17,High,1,3,3,0,3
Millennials,0,Travel_Rarely,824,Research & Development,Short Distance,College,Life Sciences,Good,232,Junior,Female,67,Junior Supervisor,Research Scientist,Married,5878,15624,3,No,12,Medium,1,2,1,2,5
Gen Z,0,Travel_Rarely,1090,Sales,Short Distance,Bachelor,Marketing,Better,233,Junior,Male,83,Staff,Sales Representative,Divorced,2297,17967,1,No,14,High,2,2,2,2,2
Gen Y,1,Travel_Frequently,481,Sales,Medium Distance,Bachelor,Life Sciences,Good,234,Junior,Male,44,Junior Manager,Sales Executive,Single,13758,2447,0,Yes,12,Medium,0,2,9,13,14
Millennials,0,Travel_Frequently,702,Research & Development,Medium Distance,Master,Life Sciences,Good,235,Junior,Female,100,Staff,Research Scientist,Single,2553,8306,1,No,16,High,0,3,2,1,3
Gen Z,0,Travel_Rarely,1169,Human Resources,Short Distance,College,Medical,Good,236,Junior,Male,63,Staff,Human Resources,Divorced,4936,23965,1,No,13,High,1,6,1,0,4
Gen Y,0,Travel_Rarely,1034,Sales,Medium Distance,Bachelor,Marketing,Better,237,Junior,Female,80,Junior Manager,Manager,Married,16064,7744,5,Yes,22,High,1,3,13,1,9
Gen Y,0,Non-Travel,543,Sales,Short Distance,Master,Marketing,Good,238,Junior,Male,87,Junior Supervisor,Sales Executive,Married,4978,3536,7,No,11,High,1,3,0,0,0
Millennials,0,Travel_Rarely,228,Sales,Short Distance,Master,Medical,Better,239,Junior,Male,98,Junior Supervisor,Sales Executive,Married,6502,22825,4,No,14,High,1,5,4,0,1
Gen Y,0,Travel_Rarely,1112,Human Resources,Short Distance,Master,Life Sciences,Better,240,Mid-level,Female,50,Junior Supervisor,Human Resources,Single,5985,26894,4,No,11,Medium,0,1,2,0,2
Millennials,0,Non-Travel,999,Research & Development,Long Distance,Below College,Technical Degree,Better,241,Junior,Female,92,Staff,Research Scientist,Divorced,2029,15891,1,No,20,Medium,3,2,4,0,0
Millennials,0,Travel_Frequently,735,Research & Development,Long Distance,Master,Other,Good,242,Junior,Male,86,Junior Supervisor,Research Scientist,Married,5747,26496,1,Yes,15,High,0,3,10,6,11
